100;0,0003405001;0,0007781000;0,0006418251
200;0,0006726000;0,0008956001;0,0007599251
300;0,0013806999;0,0063991002;0,0037288751
400;0,0018632999;0,0062187002;0,0040859750
500;0,0019878000;0,0061001000;0,0031126250
600;0,0049263001;0,0069152000;0,0061073750
700;0,0060260000;0,0065346002;0,0062187251
800;0,0038919998;0,0060908000;0,0048987250
900;0,0035865998;0,0048147000;0,0039715000
1000;0,0033374000;0,0091850001;0,0062692750
1100;0,0064860999;0,0092189000;0,0079180750
1200;0,0063882000;0,0087638001;0,0075299250
1300;0,0049095000;0,0063642999;0,0055815750
1400;0,0093349002;0,0111471000;0,0103352000
1500;0,0073879000;0,0131271998;0,0094655249
1600;0,0072341999;0,0125411998;0,0100100000
1700;0,0096883001;0,0133674999;0,0114306500
1800;0,0099505000;0,0112214000;0,0106068250
1900;0,0074618999;0,0136411001;0,0099607500
2000;0,0074761999;0,0109476999;0,0098369250
