100;0,0000108001;0,0000153000;0,0000119500
200;0,0000200998;0,0000225001;0,0000207249
300;0,0000307001;0,0000324999;0,0000312750
400;0,0000394001;0,0000412001;0,0000399750
500;0,0000499999;0,0000543999;0,0000517750
600;0,0000574002;0,0000608999;0,0000593000
700;0,0000694999;0,0000725000;0,0000708750
800;0,0000813000;0,0000848998;0,0000837999
900;0,0000924000;0,0000944999;0,0000934250
1000;0,0001011000;0,0001046001;0,0001022250
1100;0,0001097000;0,0001290001;0,0001149750
1200;0,0001171001;0,0001222999;0,0001188249
1300;0,0001268000;0,0001304999;0,0001283999
1400;0,0001336001;0,0001409999;0,0001372499
1500;0,0001441000;0,0001509001;0,0001481001
1600;0,0001540000;0,0001627998;0,0001588500
1700;0,0001633000;0,0001751999;0,0001688749
1800;0,0001780000;0,0001844000;0,0001812000
1900;0,0001902001;0,0002065999;0,0001967000
2000;0,0002046998;0,0002138999;0,0002076249
