100;0,0000107000;0,0000149000;0,0000119500
200;0,0000197000;0,0000215000;0,0000202000
300;0,0000301001;0,0000334000;0,0000310750
400;0,0000396001;0,0000399002;0,0000397500
500;0,0000489999;0,0000494998;0,0000492249
600;0,0000565001;0,0000589001;0,0000572000
700;0,0000648999;0,0000698001;0,0000675250
800;0,0000761000;0,0000781000;0,0000774000
900;0,0000870000;0,0000896999;0,0000877999
1000;0,0000952000;0,0000977002;0,0000965000
1100;0,0001022001;0,0001063000;0,0001046500
1200;0,0001170000;0,0001194000;0,0001177000
1300;0,0001206000;0,0001254999;0,0001236750
1400;0,0001317000;0,0001356001;0,0001338251
1500;0,0001383999;0,0001459999;0,0001412749
1600;0,0001512000;0,0001542000;0,0001529000
1700;0,0001604001;0,0001635000;0,0001621500
1800;0,0001693000;0,0001769001;0,0001738000
1900;0,0001790999;0,0001852999;0,0001831999
2000;0,0001918001;0,0002037999;0,0001966250
