100;0,0000114001;0,0000258000;0,0000152501
200;0,0000225001;0,0000256000;0,0000238000
300;0,0000376001;0,0000390001;0,0000380750
400;0,0000525999;0,0000984001;0,0000691250
500;0,0000658000;0,0000739999;0,0000680000
600;0,0000785000;0,0000834002;0,0000803500
700;0,0000919001;0,0000940000;0,0000927750
800;0,0001051000;0,0001077999;0,0001061500
900;0,0001174000;0,0001253001;0,0001211250
1000;0,0001305002;0,0001382001;0,0001327501
1100;0,0001445001;0,0001476000;0,0001456001
1200;0,0001587002;0,0001612999;0,0001600500
1300;0,0001600001;0,0002024998;0,0001735999
1400;0,0001756998;0,0001904001;0,0001828250
1500;0,0001999000;0,0002078002;0,0002027251
1600;0,0002112000;0,0002192999;0,0002156750
1700;0,0002265000;0,0002349999;0,0002303999
1800;0,0002462999;0,0002994002;0,0002625750
1900;0,0002569999;0,0003027001;0,0002687000
2000;0,0002692000;0,0005148998;0,0003365750
