100;6,509991362690926e-05;0,00010040006600320339;7,397501030936837e-05
200;0,0002585998736321926;0,0003019999712705612;0,0002779749338515103
300;0,0005985000170767307;0,0009139000903815031;0,0007534250617027283
400;0,0010911999270319939;0,0013989999424666166;0,0011870249290950596
500;0,0016921998467296362;0,001712600002065301;0,0016999749932438135
600;0,002415900118649006;0,0024458998814225197;0,0024312000605277717
700;0,003268500091508031;0,0033861000556498766;0,0033071000943891704
800;0,004284099908545613;0,004357700003311038;0,004309375013690442
900;0,005395600106567144;0,005515199853107333;0,005444974987767637
1000;0,006739399861544371;0,0069558999966830015;0,0068282499560154974
1100;0,00810109986923635;0,008775199996307492;0,008369649993255734
1200;0,009722699876874685;0,010302399983629584;0,009895249910186976
1300;0,011344099882990122;0,011732700048014522;0,011539574945345521
1400;0,013624199898913503;0,015272099990397692;0,014332424965687096
1500;0,015180299989879131;0,015986799960955977;0,015419124974869192
1600;0,017167999874800444;0,01728020003065467;0,017231924924999475
1700;0,01921169995330274;0,019416899885982275;0,019329074944835156
1800;0,021649499889463186;0,021810000063851476;0,021720674994867295
1900;0,024185399990528822;0,024301799945533276;0,024228224938269705
2000;0,02685499982908368;0,030354400165379047;0,027777050039730966
