100;0,0000105998;0,0000153000;0,0000119000
200;0,0000205999;0,0000216998;0,0000209250
300;0,0000304000;0,0000306000;0,0000305001
400;0,0000388001;0,0000404001;0,0000396001
500;0,0000495000;0,0000533001;0,0000517251
600;0,0000590000;0,0000594000;0,0000591999
700;0,0000690001;0,0000695998;0,0000692750
800;0,0000785999;0,0000849999;0,0000802999
900;0,0000881001;0,0000891001;0,0000885751
1000;0,0000947001;0,0000980000;0,0000965000
1100;0,0001029999;0,0001071000;0,0001053000
1200;0,0001127000;0,0001175001;0,0001146250
1300;0,0001262999;0,0001274999;0,0001267749
1400;0,0001310001;0,0001363000;0,0001332750
1500;0,0001449999;0,0001461999;0,0001456250
1600;0,0001485001;0,0001551001;0,0001511000
1700;0,0001605002;0,0001657000;0,0001640251
1800;0,0001705999;0,0001757999;0,0001735250
1900;0,0001796000;0,0001847998;0,0001823250
2000;0,0001925998;0,0001993000;0,0001959500
