100;0,0000654999;0,0001002001;0,0000744000
200;0,0002710000;0,0002768999;0,0002730500
300;0,0005944001;0,0006159998;0,0006025999
400;0,0010601000;0,0010726000;0,0010663500
500;0,0016836999;0,0017158999;0,0017004500
600;0,0024472000;0,0024649000;0,0024553001
700;0,0033259999;0,0033485999;0,0033366500
800;0,0042840000;0,0043224001;0,0043027750
900;0,0054177002;0,0055281001;0,0054676250
1000;0,0066646999;0,0081446001;0,0070945501
1100;0,0081056000;0,0091567000;0,0083844750
1200;0,0096559001;0,0097460998;0,0097047749
1300;0,0113331000;0,0113844001;0,0113573750
1400;0,0132013999;0,0135637999;0,0133241999
1500;0,0151528001;0,0157703999;0,0153754750
1600;0,0171531001;0,0172663999;0,0172067501
1700;0,0193526000;0,0200890999;0,0195516749
1800;0,0216927000;0,0222994999;0,0218675249
1900;0,0241985000;0,0242983000;0,0242553000
2000;0,0268224999;0,0279279000;0,0272658250
